district,state,year,flood_events,area_affected_ha,people_affected,damage_cr
Pakke Kessang,Arunachal Pradesh,2023,1,2798,12647,78
Pakke Kessang,Arunachal Pradesh,2024,2,1880,14562,85
Papum Pare,Arunachal Pradesh,2015,0,633,4823,92
Papum Pare,Arunachal Pradesh,2016,0,3184,11282,16
Papum Pare,Arunachal Pradesh,2017,2,4391,6035,23
Papum Pare,Arunachal Pradesh,2018,0,3184,9991,85
Papum Pare,Arunachal Pradesh,2019,1,3577,10489,44
Papum Pare,Arunachal Pradesh,2020,1,2484,2689,22
Papum Pare,Arunachal Pradesh,2021,1,3183,14382,79
Papum Pare,Arunachal Pradesh,2022,0,4159,6457,58
Papum Pare,Arunachal Pradesh,2023,0,4777,13409,86
Papum Pare,Arunachal Pradesh,2024,2,1369,8056,44
Shi Yomi,Arunachal Pradesh,2015,2,4313,11940,47
Shi Yomi,Arunachal Pradesh,2016,2,600,12846,34
Shi Yomi,Arunachal Pradesh,2017,2,3552,14256,10
Shi Yomi,Arunachal Pradesh,2018,0,4476,10947,10
Shi Yomi,Arunachal Pradesh,2019,1,1938,14430,72
Shi Yomi,Arunachal Pradesh,2020,0,1885,5698,67
Shi Yomi,Arunachal Pradesh,2021,2,1118,13740,16
Shi Yomi,Arunachal Pradesh,2022,0,2181,9338,46
Shi Yomi,Arunachal Pradesh,2023,0,2133,7730,29
Shi Yomi,Arunachal Pradesh,2024,1,3697,14907,74
Siang,Arunachal Pradesh,2015,1,538,9062,51
Siang,Arunachal Pradesh,2016,1,1681,14643,83
Siang,Arunachal Pradesh,2017,1,3056,8438,32
Siang,Arunachal Pradesh,2018,2,2075,2728,50
Siang,Arunachal Pradesh,2019,2,1743,12262,92
Siang,Arunachal Pradesh,2020,2,3718,13453,28
Siang,Arunachal Pradesh,2021,1,4042,5344,97
Siang,Arunachal Pradesh,2022,1,4755,9679,78
Siang,Arunachal Pradesh,2023,0,2389,3993,71
Siang,Arunachal Pradesh,2024,1,553,6344,21
Tawang,Arunachal Pradesh,2015,0,507,8512,45
Tawang,Arunachal Pradesh,2016,0,3769,14215,74
Tawang,Arunachal Pradesh,2017,2,533,8896,62
Tawang,Arunachal Pradesh,2018,2,4654,6689,34
Tawang,Arunachal Pradesh,2019,0,3456,5456,22
Tawang,Arunachal Pradesh,2020,0,2349,7441,15
Tawang,Arunachal Pradesh,2021,0,2415,5991,35
Tawang,Arunachal Pradesh,2022,2,3950,10419,33
Tawang,Arunachal Pradesh,2023,2,4826,1364,60
Tawang,Arunachal Pradesh,2024,1,892,1791,69
Tirap,Arunachal Pradesh,2015,1,4018,4606,13
Tirap,Arunachal Pradesh,2016,0,4697,5768,20
Tirap,Arunachal Pradesh,2017,1,747,3760,16
Tirap,Arunachal Pradesh,2018,1,4156,3206,12
Tirap,Arunachal Pradesh,2019,0,2465,6435,56
Tirap,Arunachal Pradesh,2020,0,1058,8086,91
Tirap,Arunachal Pradesh,2021,2,3614,3789,68
Tirap,Arunachal Pradesh,2022,1,605,4688,10
Tirap,Arunachal Pradesh,2023,1,4357,1331,48
Tirap,Arunachal Pradesh,2024,0,1180,7826,71
Upper Siang,Arunachal Pradesh,2015,0,897,2085,16
Upper Siang,Arunachal Pradesh,2016,0,548,9747,59
Upper Siang,Arunachal Pradesh,2017,1,1238,8430,80
Upper Siang,Arunachal Pradesh,2018,2,3491,13740,11
Upper Siang,Arunachal Pradesh,2019,0,2104,13089,88
Upper Siang,Arunachal Pradesh,2020,0,1633,13090,65
Upper Siang,Arunachal Pradesh,2021,2,1556,11880,67
Upper Siang,Arunachal Pradesh,2022,2,512,2325,17
Upper Siang,Arunachal Pradesh,2023,2,2257,5550,98
Upper Siang,Arunachal Pradesh,2024,2,2856,7182,75
Upper Subansiri,Arunachal Pradesh,2015,2,4765,3025,82
Upper Subansiri,Arunachal Pradesh,2016,0,3837,7630,68
Upper Subansiri,Arunachal Pradesh,2017,0,3458,10791,98
Upper Subansiri,Arunachal Pradesh,2018,1,4435,3661,64
Upper Subansiri,Arunachal Pradesh,2019,1,4747,3533,33
Upper Subansiri,Arunachal Pradesh,2020,2,4771,14074,25
Upper Subansiri,Arunachal Pradesh,2021,0,2109,4813,29
Upper Subansiri,Arunachal Pradesh,2022,2,2747,1789,72
Upper Subansiri,Arunachal Pradesh,2023,1,1770,6004,50
Upper Subansiri,Arunachal Pradesh,2024,1,3726,5211,34
Bajali,Assam,2015,5,36462,83372,489
Bajali,Assam,2016,7,13649,170325,169
Bajali,Assam,2017,4,30796,198372,430
Bajali,Assam,2018,6,29238,127621,638
Bajali,Assam,2019,4,13862,147018,854
Bajali,Assam,2020,6,28603,120523,559
Bajali,Assam,2021,9,13783,78664,605
Bajali,Assam,2022,10,67965,233520,1339
Bajali,Assam,2023,9,23998,79163,315
Bajali,Assam,2024,6,37438,84796,430
Baksa,Assam,2015,5,47965,179304,843
Baksa,Assam,2016,3,38972,187406,578
Baksa,Assam,2017,4,31896,56307,227
Baksa,Assam,2018,8,45550,76207,914
Baksa,Assam,2019,3,41142,64777,787
Baksa,Assam,2020,4,18000,73078,602
Baksa,Assam,2021,8,35029,192401,707
Baksa,Assam,2022,6,55030,229840,1155
Baksa,Assam,2023,8,13372,132735,234
Baksa,Assam,2024,8,16367,57647,915
Barpeta,Assam,2015,7,24459,92736,853
Barpeta,Assam,2016,9,43812,52325,929
Barpeta,Assam,2017,3,34641,143177,281
Barpeta,Assam,2018,3,12956,181876,666
Barpeta,Assam,2019,7,19859,110973,880
Barpeta,Assam,2020,3,19021,59733,934
Barpeta,Assam,2021,9,30790,140252,569
Barpeta,Assam,2022,9,53857,103897,1105
Barpeta,Assam,2023,3,44264,183535,810
Barpeta,Assam,2024,4,33257,175782,485
Biswanath,Assam,2015,6,28587,58296,945
Biswanath,Assam,2016,5,10044,111111,634
Biswanath,Assam,2017,9,35918,160130,928
Biswanath,Assam,2018,4,30992,112903,540
Biswanath,Assam,2019,6,28200,75019,846
Biswanath,Assam,2020,8,16204,166014,777
Biswanath,Assam,2021,8,38878,133860,857
Biswanath,Assam,2022,7,73126,170661,1489
Biswanath,Assam,2023,6,33287,157556,751
Biswanath,Assam,2024,5,33436,178478,974
Bongaigaon,Assam,2015,9,41822,195970,963
Bongaigaon,Assam,2016,5,18341,163374,228
Bongaigaon,Assam,2017,6,13852,184143,930
Bongaigaon,Assam,2018,5,32291,69646,250
Bongaigaon,Assam,2019,5,23004,78965,450
Bongaigaon,Assam,2020,8,39952,96269,303
Bongaigaon,Assam,2021,4,23471,149417,548
Bongaigaon,Assam,2022,12,46411,257794,1233
Bongaigaon,Assam,2023,8,44525,61657,346
Bongaigaon,Assam,2024,7,45305,126039,238
Cachar,Assam,2015,6,11116,192652,625
Cachar,Assam,2016,8,47722,160159,688
Cachar,Assam,2017,7,23148,66848,556
Cachar,Assam,2018,7,19344,63048,195
Cachar,Assam,2019,3,34984,61243,396
Cachar,Assam,2020,4,15842,54475,974
Cachar,Assam,2021,5,28809,170897,495
Cachar,Assam,2022,12,57378,237339,855
Cachar,Assam,2023,3,36403,164871,317
Cachar,Assam,2024,9,12960,67129,385
Charaideo,Assam,2015,7,27791,137465,460
Charaideo,Assam,2016,7,32283,170286,559
Charaideo,Assam,2017,6,28074,85901,943
Charaideo,Assam,2018,6,34584,78735,170
Charaideo,Assam,2019,8,15972,78363,311
Charaideo,Assam,2020,8,16487,149366,581
Charaideo,Assam,2021,4,29949,87038,757
Charaideo,Assam,2022,12,31132,227223,534
Charaideo,Assam,2023,5,42792,137517,574
Charaideo,Assam,2024,4,34189,180298,370
Chirang,Assam,2015,9,29644,88615,607
Chirang,Assam,2016,9,14842,154861,635
Chirang,Assam,2017,6,35479,65171,333
Chirang,Assam,2018,6,18619,118811,380
Chirang,Assam,2019,3,15373,188343,366
Chirang,Assam,2020,9,26998,128923,205
Chirang,Assam,2021,7,33476,197845,622
Chirang,Assam,2022,4,18567,148714,1450
Chirang,Assam,2023,7,30481,123161,449
Chirang,Assam,2024,3,48295,119958,424
Darrang,Assam,2015,3,16964,155982,643
Darrang,Assam,2016,9,16367,168169,363
Darrang,Assam,2017,9,20368,142456,329
Darrang,Assam,2018,8,39471,57559,696
Darrang,Assam,2019,6,12083,89583,625
Darrang,Assam,2020,3,12750,81991,986
Darrang,Assam,2021,7,23103,134591,879
Darrang,Assam,2022,9,64501,249891,1050
Darrang,Assam,2023,8,20770,175127,808
Darrang,Assam,2024,8,40491,107622,832
Dhemaji,Assam,2015,3,43657,87232,899
Dhemaji,Assam,2016,5,48571,73799,865
Dhemaji,Assam,2017,3,29105,164049,307
Dhemaji,Assam,2018,3,34750,102148,794
Dhemaji,Assam,2019,3,40872,69345,670
Dhemaji,Assam,2020,4,44440,144031,900
Dhemaji,Assam,2021,3,26240,105217,505
Dhemaji,Assam,2022,12,27706,219507,265
Dhemaji,Assam,2023,3,28050,70175,374
Dhemaji,Assam,2024,7,32252,136157,908
Dhubri,Assam,2015,3,40335,60567,266
Dhubri,Assam,2016,3,27323,87794,902
Dhubri,Assam,2017,5,14565,184513,899
Dhubri,Assam,2018,5,34916,63632,721
Dhubri,Assam,2019,9,16433,164969,606
Dhubri,Assam,2020,6,14925,71952,152
Dhubri,Assam,2021,6,28562,50547,295
Dhubri,Assam,2022,9,43921,151608,630
Dhubri,Assam,2023,9,11632,119577,154
Dhubri,Assam,2024,9,46279,94413,362
Dibrugarh,Assam,2015,9,28179,95060,877
Dibrugarh,Assam,2016,7,30923,135624,707
Dibrugarh,Assam,2017,4,27415,151874,870
Dibrugarh,Assam,2018,9,27226,173654,565
Dibrugarh,Assam,2019,9,34637,169513,578
Dibrugarh,Assam,2020,5,16697,155300,274
Dibrugarh,Assam,2021,7,34256,172134,522
Dibrugarh,Assam,2022,9,56368,277687,702
Dibrugarh,Assam,2023,7,13965,74006,850
Dibrugarh,Assam,2024,7,14545,175028,705
Dima Hasao,Assam,2015,8,14010,63837,709
Dima Hasao,Assam,2016,6,43283,181771,346
Dima Hasao,Assam,2017,5,25470,83436,840
Dima Hasao,Assam,2018,7,21844,54969,307
Dima Hasao,Assam,2019,9,41158,117190,412
Dima Hasao,Assam,2020,5,35302,91143,524
Dima Hasao,Assam,2021,9,24506,140828,986
Dima Hasao,Assam,2022,6,15562,254784,1452
Dima Hasao,Assam,2023,7,14962,197751,924
Dima Hasao,Assam,2024,3,33245,169555,771
Goalpara,Assam,2015,3,23999,87917,460
Goalpara,Assam,2016,8,25584,180089,174
Goalpara,Assam,2017,8,12526,76276,482
Goalpara,Assam,2018,7,31649,64958,685
Goalpara,Assam,2019,8,40721,147245,765
Goalpara,Assam,2020,3,45547,83137,687
Goalpara,Assam,2021,3,41815,103206,444
Goalpara,Assam,2022,6,58867,107046,738
Goalpara,Assam,2023,3,12304,187747,264
Goalpara,Assam,2024,8,20455,165043,170
Golaghat,Assam,2015,7,46957,190585,481
Golaghat,Assam,2016,7,33503,152648,624
Golaghat,Assam,2017,9,48393,119248,362
Golaghat,Assam,2018,6,21650,142173,981
Golaghat,Assam,2019,4,39043,75211,848
Golaghat,Assam,2020,7,43511,171776,356
Golaghat,Assam,2021,4,48161,112132,217
Golaghat,Assam,2022,10,68997,181527,1249
Golaghat,Assam,2023,9,31250,80073,834
Golaghat,Assam,2024,7,12844,133776,921
Hailakandi,Assam,2015,9,47922,161101,464
Hailakandi,Assam,2016,9,26686,156390,579
Hailakandi,Assam,2017,4,36091,54846,636
Hailakandi,Assam,2018,9,14340,106425,160
Hailakandi,Assam,2019,3,49021,101365,946
Hailakandi,Assam,2020,8,43722,54871,903
Hailakandi,Assam,2021,6,32616,120790,586
Hailakandi,Assam,2022,4,48313,248112,1342
Hailakandi,Assam,2023,7,17574,162186,867
Hailakandi,Assam,2024,3,23953,168380,829
Hojai,Assam,2015,8,45319,96317,366
Hojai,Assam,2016,4,37839,146930,495
Hojai,Assam,2017,9,19459,76678,531
Hojai,Assam,2018,4,10285,133976,854
Hojai,Assam,2019,5,40711,124849,262
Hojai,Assam,2020,9,11162,57651,407
Hojai,Assam,2021,8,38344,159583,207
Hojai,Assam,2022,12,35587,200365,1402
Hojai,Assam,2023,7,14279,148845,402
Hojai,Assam,2024,5,20823,192281,920
Jorhat,Assam,2015,6,39016,121059,816
Jorhat,Assam,2016,4,31475,136020,649
Jorhat,Assam,2017,6,31625,122410,919
Jorhat,Assam,2018,8,26859,100104,975
Jorhat,Assam,2019,6,20471,126673,364
Jorhat,Assam,2020,8,30752,195488,823
Jorhat,Assam,2021,9,20750,148843,385
Jorhat,Assam,2022,7,53826,239416,706
Jorhat,Assam,2023,6,17194,95055,970
Jorhat,Assam,2024,9,39068,112032,462
Kamrup,Assam,2015,5,18015,125732,746
Kamrup,Assam,2016,7,41888,91640,314
Kamrup,Assam,2017,5,28843,114137,876
Kamrup,Assam,2018,6,49987,53046,237
Kamrup,Assam,2019,8,34231,79291,977
Kamrup,Assam,2020,5,42671,104451,576
Kamrup,Assam,2021,6,46650,120852,390
Kamrup,Assam,2022,12,22587,261255,1273
Kamrup,Assam,2023,3,35939,98367,711
Kamrup,Assam,2024,8,27316,177398,343
Kamrup Metropolitan,Assam,2015,5,46454,152349,729
Kamrup Metropolitan,Assam,2016,3,47815,88280,274
Kamrup Metropolitan,Assam,2017,8,18699,80718,368
Kamrup Metropolitan,Assam,2018,7,39017,152627,748
Kamrup Metropolitan,Assam,2019,6,39045,188172,519
Kamrup Metropolitan,Assam,2020,4,18056,82360,861
Kamrup Metropolitan,Assam,2021,9,32260,134654,238
Kamrup Metropolitan,Assam,2022,12,29862,197958,922
Kamrup Metropolitan,Assam,2023,7,22387,83465,864
Kamrup Metropolitan,Assam,2024,3,23014,50361,648
Karbi Anglong,Assam,2015,9,49882,167957,717
Karbi Anglong,Assam,2016,3,44691,73193,351
Karbi Anglong,Assam,2017,4,45663,188816,796
Karbi Anglong,Assam,2018,6,26875,63581,693
Karbi Anglong,Assam,2019,5,25086,179202,681
Karbi Anglong,Assam,2020,7,48581,77372,338
Karbi Anglong,Assam,2021,9,26943,134586,841
Karbi Anglong,Assam,2022,6,68689,142060,754
Karbi Anglong,Assam,2023,4,25924,122739,791
Karbi Anglong,Assam,2024,3,34387,184272,735
Kokrajhar,Assam,2015,5,20006,95872,976
Kokrajhar,Assam,2016,7,36111,64546,566
Kokrajhar,Assam,2017,9,47109,125045,934
Kokrajhar,Assam,2018,5,43451,96339,527
Kokrajhar,Assam,2019,8,24760,131661,758
Kokrajhar,Assam,2020,7,23701,177704,193
Kokrajhar,Assam,2021,5,48367,50882,815
Kokrajhar,Assam,2022,12,64678,276618,588
Kokrajhar,Assam,2023,4,30628,117494,321
Kokrajhar,Assam,2024,3,11985,128661,640
Lakhimpur,Assam,2015,6,15073,122669,368
Lakhimpur,Assam,2016,9,11067,173398,246
Lakhimpur,Assam,2017,3,41463,171147,829
Lakhimpur,Assam,2018,3,37130,113602,274
Lakhimpur,Assam,2019,3,19910,144495,318
Lakhimpur,Assam,2020,3,44839,179945,257
Lakhimpur,Assam,2021,5,10922,149203,687
Lakhimpur,Assam,2022,12,35718,126513,1080
Lakhimpur,Assam,2023,6,38559,163238,918
Lakhimpur,Assam,2024,3,31702,91478,831
Majuli,Assam,2015,4,14773,153193,968
Majuli,Assam,2016,6,19931,56635,777
Majuli,Assam,2017,7,19247,80322,722
Majuli,Assam,2018,5,31079,163243,804
Majuli,Assam,2019,4,25482,105393,882
Majuli,Assam,2020,3,41169,135640,331
Majuli,Assam,2021,4,34196,54408,605
Majuli,Assam,2022,10,18930,174429,559
Majuli,Assam,2023,3,47287,51655,787
Majuli,Assam,2024,9,49253,107380,754
Morigaon,Assam,2015,6,49323,164381,777
Morigaon,Assam,2016,6,17369,73126,731
Morigaon,Assam,2017,5,19631,162885,376
Morigaon,Assam,2018,3,33535,155592,402
Morigaon,Assam,2019,6,10642,183579,561
Morigaon,Assam,2020,9,11334,168992,686
Morigaon,Assam,2021,5,40313,140550,659
Morigaon,Assam,2022,12,28894,133909,474
Morigaon,Assam,2023,6,14787,102810,970
Morigaon,Assam,2024,3,16063,61162,219
Nagaon,Assam,2015,7,46848,97926,675
Nagaon,Assam,2016,3,48568,60116,783
Nagaon,Assam,2017,3,34575,67485,632
Nagaon,Assam,2018,7,38511,51768,632
Nagaon,Assam,2019,9,20534,191651,405
Nagaon,Assam,2020,3,18122,101873,363
Nagaon,Assam,2021,6,10508,168372,778
Nagaon,Assam,2022,9,31324,276249,612
Nagaon,Assam,2023,3,11279,85535,357
Nagaon,Assam,2024,3,24941,166269,928
Nalbari,Assam,2015,5,10203,148950,340
Nalbari,Assam,2016,5,10581,153366,332
Nalbari,Assam,2017,3,40021,82772,473
Nalbari,Assam,2018,6,32008,57903,851
Nalbari,Assam,2019,4,21820,181462,805
Nalbari,Assam,2020,3,33463,104927,837
Nalbari,Assam,2021,6,32169,79493,942
Nalbari,Assam,2022,10,15120,214683,1162
Nalbari,Assam,2023,9,22305,91353,739
Nalbari,Assam,2024,8,37213,113980,971
Sibsagar,Assam,2015,9,17368,116001,487
Sibsagar,Assam,2016,6,14589,183846,979
Sibsagar,Assam,2017,9,32898,199040,853
Sibsagar,Assam,2018,4,35466,93136,414
Sibsagar,Assam,2019,5,48893,127502,349
Sibsagar,Assam,2020,9,12694,179607,878
Sibsagar,Assam,2021,3,31809,55525,275
Sibsagar,Assam,2022,12,32062,83698,1275
Sibsagar,Assam,2023,9,22514,160632,887
Sibsagar,Assam,2024,5,14745,107828,525
Sonitpur,Assam,2015,3,21660,164012,806
Sonitpur,Assam,2016,8,49110,149122,363
Sonitpur,Assam,2017,4,36247,150638,613
Sonitpur,Assam,2018,9,40309,186380,379
Sonitpur,Assam,2019,7,43052,110161,668
Sonitpur,Assam,2020,7,17080,91940,726
Sonitpur,Assam,2021,6,16999,86564,164
Sonitpur,Assam,2022,7,34377,188367,840
Sonitpur,Assam,2023,8,18601,139963,442
Sonitpur,Assam,2024,3,35957,160114,201
South Salmara Mancachar,Assam,2015,6,49075,61785,599
South Salmara Mancachar,Assam,2016,9,11290,165797,504
South Salmara Mancachar,Assam,2017,6,48315,143901,381
South Salmara Mancachar,Assam,2018,7,26113,109586,668
South Salmara Mancachar,Assam,2019,5,37876,166905,919
South Salmara Mancachar,Assam,2020,8,21738,172040,440
South Salmara Mancachar,Assam,2021,3,11712,113251,523
South Salmara Mancachar,Assam,2022,9,37764,80400,1056
South Salmara Mancachar,Assam,2023,9,40597,128580,153
South Salmara Mancachar,Assam,2024,7,11806,54429,307
Sribhumi,Assam,2015,4,36148,123757,915
Sribhumi,Assam,2016,7,35140,194015,432
Sribhumi,Assam,2017,5,49805,194657,651
Sribhumi,Assam,2018,6,28015,52035,731
Sribhumi,Assam,2019,6,10133,123459,326
Sribhumi,Assam,2020,5,33775,75128,990
Sribhumi,Assam,2021,3,43011,53795,985
Sribhumi,Assam,2022,9,50449,299601,1017
Sribhumi,Assam,2023,9,33571,113839,645
Sribhumi,Assam,2024,3,44340,102904,874
Tamulpur,Assam,2015,4,10939,106783,344
Tamulpur,Assam,2016,9,39591,103119,274
Tamulpur,Assam,2017,9,14230,112867,493
Tamulpur,Assam,2018,4,43929,82279,226
Tamulpur,Assam,2019,9,23813,113260,171
Tamulpur,Assam,2020,8,25376,139327,651
Tamulpur,Assam,2021,4,48560,58145,514
Tamulpur,Assam,2022,10,18957,93033,1416
Tamulpur,Assam,2023,8,31316,65603,409
Tamulpur,Assam,2024,9,14562,115815,877
Tinsukia,Assam,2015,5,35280,85904,791
Tinsukia,Assam,2016,9,43807,69549,609
Tinsukia,Assam,2017,3,32446,60235,767
Tinsukia,Assam,2018,8,17073,178652,423
Tinsukia,Assam,2019,7,10002,113695,941
Tinsukia,Assam,2020,9,44617,109462,704
Tinsukia,Assam,2021,6,28103,77574,415
Tinsukia,Assam,2022,12,70083,223053,790
Tinsukia,Assam,2023,3,13843,198810,230
Tinsukia,Assam,2024,3,44605,74324,382
Araria,Bihar,2015,8,10861,51245,528
Araria,Bihar,2016,3,15453,131035,748
Araria,Bihar,2017,8,28218,130530,911
Araria,Bihar,2018,3,23845,155559,571
Araria,Bihar,2019,8,48739,182050,313
Araria,Bihar,2020,8,12955,81036,297
Araria,Bihar,2021,5,11074,176527,190
Araria,Bihar,2022,12,35971,251467,954
Araria,Bihar,2023,7,19319,112032,364
Araria,Bihar,2024,3,18603,54223,951
Arwal,Bihar,2015,8,46090,139638,311
Arwal,Bihar,2016,8,10962,148986,602
Arwal,Bihar,2017,5,37296,185693,539
Arwal,Bihar,2018,5,47806,110329,258
Arwal,Bihar,2019,6,28851,64148,904
Arwal,Bihar,2020,7,22419,81931,766
Arwal,Bihar,2021,8,43515,168983,209
Arwal,Bihar,2022,4,18256,273988,1045
Arwal,Bihar,2023,9,36151,83136,607
Arwal,Bihar,2024,6,23074,187176,997
Aurangabad,Bihar,2015,6,48500,85088,529
Aurangabad,Bihar,2016,9,45484,197220,550
Aurangabad,Bihar,2017,3,49323,95860,293
Aurangabad,Bihar,2018,7,48420,78598,944
Aurangabad,Bihar,2019,4,33567,192130,689
Aurangabad,Bihar,2020,9,16444,127684,367
Aurangabad,Bihar,2021,9,48610,129165,828
Aurangabad,Bihar,2022,9,27138,137509,928
Aurangabad,Bihar,2023,4,48903,190318,384
Aurangabad,Bihar,2024,9,37511,87416,351
Banka,Bihar,2015,5,16691,133193,200
Banka,Bihar,2016,9,15821,198213,387
Banka,Bihar,2017,9,17434,122412,315
Banka,Bihar,2018,3,28246,149863,617
Banka,Bihar,2019,3,21318,76238,504
Banka,Bihar,2020,3,16258,178126,173
Banka,Bihar,2021,8,13959,89866,207
Banka,Bihar,2022,9,63445,233050,1269
Banka,Bihar,2023,6,21024,158564,725
Banka,Bihar,2024,7,27986,143057,378
Begusarai,Bihar,2015,6,22673,163257,587
Begusarai,Bihar,2016,3,12795,150307,234
Begusarai,Bihar,2017,9,37132,180860,819
Begusarai,Bihar,2018,3,35723,84180,536
Begusarai,Bihar,2019,6,15358,147582,817
Begusarai,Bihar,2020,9,17361,108011,159
Begusarai,Bihar,2021,8,27030,126587,776
Begusarai,Bihar,2022,4,30109,271485,766
Begusarai,Bihar,2023,5,42236,103748,716
Begusarai,Bihar,2024,7,43806,104782,729
Bhagalpur,Bihar,2015,3,44586,167810,836
Bhagalpur,Bihar,2016,7,14152,125913,515
Bhagalpur,Bihar,2017,4,28917,113357,963
Bhagalpur,Bihar,2018,7,12250,115381,270
Bhagalpur,Bihar,2019,9,22643,146866,947
Bhagalpur,Bihar,2020,9,30242,101430,810
Bhagalpur,Bihar,2021,4,15151,106809,976
Bhagalpur,Bihar,2022,6,56178,169707,952
Bhagalpur,Bihar,2023,5,30815,57689,939
Bhagalpur,Bihar,2024,5,25801,150039,153
Bhojpur,Bihar,2015,5,14975,129785,307
Bhojpur,Bihar,2016,8,49348,60037,733
Bhojpur,Bihar,2017,7,47280,150726,877
Bhojpur,Bihar,2018,8,48921,187006,420
Bhojpur,Bihar,2019,3,48343,105949,934
Bhojpur,Bihar,2020,5,16191,147999,702
Bhojpur,Bihar,2021,5,39904,82465,955
Bhojpur,Bihar,2022,12,35674,174498,1125
Bhojpur,Bihar,2023,5,25163,71097,251
Bhojpur,Bihar,2024,5,21636,170650,510
Buxar,Bihar,2015,5,14299,58449,756
Buxar,Bihar,2016,7,31301,83038,577
Buxar,Bihar,2017,5,37474,67258,990
Buxar,Bihar,2018,6,43511,186169,986
Buxar,Bihar,2019,9,16170,148595,239
Buxar,Bihar,2020,8,37720,152043,992
Buxar,Bihar,2021,6,11563,58502,198
Buxar,Bihar,2022,10,70665,142732,1243
Buxar,Bihar,2023,8,17182,105710,969
Buxar,Bihar,2024,4,30435,121484,937
Darbhanga,Bihar,2015,3,33601,120106,205
Darbhanga,Bihar,2016,4,41412,135207,529
Darbhanga,Bihar,2017,9,25048,103583,845
Darbhanga,Bihar,2018,3,24048,139950,613
Darbhanga,Bihar,2019,9,15683,101579,229
Darbhanga,Bihar,2020,4,48431,169846,860
Darbhanga,Bihar,2021,8,26161,60356,415
Darbhanga,Bihar,2022,7,48096,240973,705
Darbhanga,Bihar,2023,9,37520,114514,465
Darbhanga,Bihar,2024,5,30040,164778,343
Gaya,Bihar,2015,8,36090,61628,370
Gaya,Bihar,2016,4,19079,155647,843
Gaya,Bihar,2017,6,25073,82326,433
Gaya,Bihar,2018,5,10776,97531,640
Gaya,Bihar,2019,9,20144,144781,569
Gaya,Bihar,2020,9,42372,50644,506
Gaya,Bihar,2021,4,42127,103611,176
Gaya,Bihar,2022,10,37930,255168,850
Gaya,Bihar,2023,5,43615,118712,919
Gaya,Bihar,2024,5,46231,146241,644
Gopalganj,Bihar,2015,3,21589,113057,232
Gopalganj,Bihar,2016,5,10462,75710,322
Gopalganj,Bihar,2017,3,33199,76546,872
Gopalganj,Bihar,2018,7,48346,90046,909
Gopalganj,Bihar,2019,6,21818,77358,331
Gopalganj,Bihar,2020,4,15979,139045,155
Gopalganj,Bihar,2021,7,45289,86187,199
Gopalganj,Bihar,2022,10,41077,143443,952
Gopalganj,Bihar,2023,8,46509,196678,591
Gopalganj,Bihar,2024,6,46225,51320,998
Jamui,Bihar,2015,5,26528,66312,152
Jamui,Bihar,2016,7,46919,163591,643
Jamui,Bihar,2017,5,49130,190272,270
Jamui,Bihar,2018,5,41825,101931,616
Jamui,Bihar,2019,7,18690,189101,568
Jamui,Bihar,2020,3,40620,172033,327
Jamui,Bihar,2021,7,31844,106502,824
Jamui,Bihar,2022,10,65656,267166,990
Jamui,Bihar,2023,7,15792,117741,422
Jamui,Bihar,2024,9,42703,113495,877
Jehanabad,Bihar,2015,4,27452,197325,970
Jehanabad,Bihar,2016,9,44461,197799,304
Jehanabad,Bihar,2017,7,21318,107934,610
Jehanabad,Bihar,2018,7,49785,165869,316
Jehanabad,Bihar,2019,6,15383,85765,600
Jehanabad,Bihar,2020,3,11454,167435,984
Jehanabad,Bihar,2021,5,27240,198047,512
Jehanabad,Bihar,2022,12,46177,232639,1374
Jehanabad,Bihar,2023,7,42417,193537,549
Jehanabad,Bihar,2024,6,17870,159711,314
Kaimur (Bhabua),Bihar,2015,9,48501,85701,541
Kaimur (Bhabua),Bihar,2016,8,39776,148638,491
Kaimur (Bhabua),Bihar,2017,3,40160,55613,267
Kaimur (Bhabua),Bihar,2018,3,26650,189740,556
Kaimur (Bhabua),Bihar,2019,6,39256,118487,337
Kaimur (Bhabua),Bihar,2020,9,24584,174843,731
Kaimur (Bhabua),Bihar,2021,6,16728,137715,177
Kaimur (Bhabua),Bihar,2022,7,67245,255969,697
Kaimur (Bhabua),Bihar,2023,9,44332,172551,988
Kaimur (Bhabua),Bihar,2024,5,20419,61637,698
Katihar,Bihar,2015,7,12853,95380,620
Katihar,Bihar,2016,4,37805,183194,911
Katihar,Bihar,2017,5,25366,153654,585
Katihar,Bihar,2018,7,40584,166601,445
Katihar,Bihar,2019,7,15565,195785,390
Katihar,Bihar,2020,8,31371,168869,471
Katihar,Bihar,2021,3,40076,199771,231
Katihar,Bihar,2022,6,52923,124680,984
Katihar,Bihar,2023,7,13583,157377,283
Katihar,Bihar,2024,6,30874,61649,865
Khagaria,Bihar,2015,6,42814,98088,347
Khagaria,Bihar,2016,8,48660,181123,218
Khagaria,Bihar,2017,5,25029,126677,764
Khagaria,Bihar,2018,9,25217,186725,339
